Winner,Score,P,TU,I,B,PPB,Loser,Score,P,TU,I,B,PPB,TUH
"
East Brunswick",345,3,10,2,210,16.15,Mountain Lakes,165,2,4,3,110,18.33,20
"
Herberger",355,3,11,0,200,14.29,Francis Parker (CA),180,1,6,3,120,17.14,22
"
Northview (GA)",260,0,11,0,150,13.64,West Point,85,0,4,1,50,12.50,16
"
Chattahoochee A",335,2,10,5,230,19.17,Acton-Boxborough,165,0,7,1,100,14.29,22
"
Chattahoochee C",235,0,11,3,140,12.73,Oak Grove,70,0,5,0,20,4.00,20
"
Greenhill B (TX)",225,0,11,1,120,10.91,Manheim Township C,65,0,4,1,30,7.50,20
"
Adlai E. Stevenson B",190,0,10,4,110,11.00,Archie,30,0,2,0,10,5.00,23
"
Eastside B",185,0,9,1,100,11.11,Bainbridge,25,0,3,1,0,0.00,24
"
Lightridge",295,1,11,2,180,15.00,Greenville (SC),150,0,7,0,80,11.43,20
"
BASIS McLean",355,6,6,1,210,17.50,Stanford Online,215,3,4,2,140,20.00,19
"
Buffalo Grove",400,4,8,4,280,23.33,Ladue,265,2,7,3,180,20.00,22
"
Solon B",265,1,10,2,160,14.55,Jordan,130,0,6,0,70,11.67,19
"
Ithaca",320,0,11,2,220,20.00,Irondale,185,2,6,3,110,13.75,21
"
Collierville",205,0,11,7,130,11.82,El Reno,80,0,4,0,40,10.00,21
"
Woodland",350,4,8,0,210,17.50,Evanston,225,1,7,2,150,18.75,21
"
Heights (TX)",335,3,8,2,220,20.00,Downingtown STEM,220,0,9,4,150,16.67,20
"
Ridgefield",245,0,11,1,140,12.73,James Island,130,0,7,0,60,8.57,20
"
Lambert",340,4,8,2,210,17.50,Kickapoo,225,0,8,1,150,18.75,21
"
Adlai E. Stevenson A",225,2,7,1,130,14.44,University School (OH),115,0,7,3,60,8.57,18
"
Henderson B (PA)",205,0,10,7,140,14.00,Midtown Classical (FL),95,0,5,1,50,10.00,23
"
West Windsor-Plainsboro North",310,1,11,3,200,16.67,Rockford Auburn,205,2,5,3,140,20.00,21
"
Johns Creek B",275,2,9,1,160,14.55,Detroit Catholic Central B,175,2,6,1,90,11.25,22
"
Las Cruces",200,0,10,0,100,10.00,Berwick B,105,1,5,0,40,6.67,22
"
Saline",245,2,8,1,140,14.00,Innovation Academy C,150,0,8,0,70,8.75,21
"
King Middle",150,0,8,0,70,8.75,Johns Creek C,55,0,4,3,30,7.50,20
"
Grissom",210,0,10,0,110,11.00,Chattahoochee D,120,0,7,2,60,8.57,18
"
Cleveland Heights (OH)",280,2,9,2,170,15.45,Eden Prairie,190,0,9,0,100,11.11,22
"
Norman North",210,0,9,0,120,13.33,Orono,125,1,6,2,60,8.57,20
"
University School of Nashville (TN)",265,2,8,3,170,17.00,"Springfield Central (Springfield, MO)",185,3,6,0,80,8.89,21
"
Deering",140,0,9,2,60,6.67,Cy-Fair,65,0,4,1,30,7.50,19
"
Wilton",310,2,9,2,200,18.18,Danville,240,1,8,1,150,16.67,22
"
Hickory Ridge",180,2,5,2,110,15.71,Houston Academy,110,0,5,0,60,12.00,20
"
Hanover",255,2,7,3,170,18.89,Herron,190,2,6,0,100,12.50,22
"
Plano West B",265,2,9,1,150,13.64,Mississippi Math and Science,200,2,7,0,100,11.11,22
"
White Station C",120,0,8,2,50,6.25,"International Academy East (Troy, MI)",60,0,4,2,30,7.50,16
"
Edison",295,2,10,1,170,14.17,BASIS Silicon Valley,235,3,5,0,140,17.50,21
"
North Babylon",215,2,9,1,100,9.09,Academic Magnet,165,0,7,3,110,15.71,23
"
Maggie Walker Governor's School B",235,0,10,1,140,14.00,Savannah,185,0,9,1,100,11.11,22
"
Princess Anne",255,1,9,2,160,16.00,IMSA,205,4,4,5,130,16.25,22
"
Milton",145,1,7,0,60,7.50,Southside (AL),100,0,5,2,60,12.00,17
"
Lindbergh A",235,2,7,3,150,16.67,Plano West A,210,3,6,1,110,12.22,19
"
Vista Del Lago",175,0,9,1,90,10.00,Dorman,155,1,7,0,70,8.75,21
"
Greenwood",195,1,7,2,120,15.00,Henderson County (KY),180,0,9,2,100,11.11,19
"
Archbishop Mitty",190,1,9,3,100,10.00,St. Andrew's,175,2,5,1,100,14.29,19
"
St. John's (TX)",295,3,8,2,180,16.36,Thomas Jefferson Science & Tech B (VA),280,2,8,2,180,18.00,22
"
North Gwinnett",200,0,9,2,120,13.33,St. John's Jesuit (OH),185,2,5,1,110,15.71,20
"
Overland Park North Scholars",170,1,7,1,90,11.25,James W. Robinson,155,0,7,1,90,12.86,19
"
White Station B",215,2,6,1,130,16.25,Innovation Academy A,205,2,6,1,120,15.00,18
"
Saratoga (CA)",320,4,6,2,210,21.00,Troy (MI),310,6,4,2,190,19.00,20
"
Bronx Science",195,1,8,2,110,12.22,Eastside A,190,0,8,0,110,13.75,21
Winner,Score,P,TU,I,B,PPB,Loser,Score,P,TU,I,B,PPB,TUH
"
Downingtown STEM",425,3,13,0,250,15.62,Cary Scholars,40,1,2,3,20,6.67,20
"
Troy (MI)",460,6,9,0,280,18.67,St. John's (TX),125,1,3,2,90,22.50,20
"
Bellarmine College Prep",435,4,11,3,280,18.67,Glasgow,120,0,5,0,70,14.00,20
"
Thomas Jefferson Science & Tech B (VA)",410,8,6,4,250,17.86,Chattahoochee A,115,0,4,1,80,20.00,19
"
Buffalo Grove",465,7,7,2,300,21.43,Maggie Walker Governor's School A,175,3,4,4,110,15.71,21
"
St. Mark's School of Texas",420,3,12,1,260,17.33,Buchholz,130,3,2,1,70,14.00,20
"
Homestead",440,6,9,0,260,17.33,Midtown (GA),160,1,5,1,100,16.67,21
"
Princess Anne",445,5,9,2,290,20.71,Herberger,175,2,4,1,110,18.33,20
"
BASIS Silicon Valley",305,1,10,0,190,17.27,Greenhill B (TX),60,0,4,2,30,7.50,18
"
Thomas Jefferson Science & Tech D (VA)",295,2,10,1,170,14.17,White Station C,60,0,3,0,30,10.00,17
"
Detroit Catholic Central B",345,3,11,2,200,14.29,Milton,110,0,5,0,60,12.00,21
"
Saratoga (CA)",410,2,11,2,280,21.54,BASIS McLean,185,2,4,5,140,23.33,19
"
IMSA",375,4,8,5,260,21.67,Chenery Middle,155,1,6,0,80,11.43,21
"
Collierville",270,1,11,3,160,13.33,Innovation Academy C,55,0,3,3,40,13.33,20
"
St. John's Jesuit (OH)",290,5,7,1,150,12.50,Chattahoochee D,75,0,4,1,40,10.00,21
"
University School of Nashville (TN)",330,1,11,1,210,17.50,Lambert,120,1,5,7,90,15.00,20
"
Quince Orchard",275,1,11,2,160,13.33,Deering,70,0,4,2,40,10.00,22
"
Kickapoo",315,2,11,3,190,14.62,Pensacola,110,0,5,2,70,14.00,21
"
Johns Creek A",325,3,10,4,200,15.38,Lightridge,120,0,6,2,70,11.67,20
"
Thomas Jefferson Science & Tech A (VA)",365,4,9,7,250,19.23,Plano West B,160,0,6,2,110,18.33,20
"
White Station B",265,0,12,1,150,12.50,Archbishop Mitty,65,0,3,3,50,16.67,18
"
Jordan",285,1,12,2,160,12.31,Las Cruces,85,1,4,0,30,6.00,20
"
Academic Magnet",265,0,12,1,150,12.50,D'Iberville,80,1,4,3,40,8.00,19
"
Innovation Academy A",275,3,9,2,150,12.50,St. Andrew's,100,0,5,2,60,12.00,17
"
East Brunswick",300,1,9,1,200,20.00,Lindbergh A,135,1,6,6,90,12.86,21
"
Orono",250,1,11,1,130,10.83,Bronx Science,95,1,4,2,50,10.00,20
"
Rockford Auburn",340,3,10,3,210,16.15,Springfield (IL),190,0,7,0,120,17.14,20
"
Adlai E. Stevenson B",175,0,10,3,90,9.00,Cy-Fair,25,0,3,5,20,6.67,19
"
Wilmington Charter",285,4,7,3,170,15.45,Baker,145,0,6,1,90,15.00,18
"
Grosse Pointe North",310,2,10,4,200,16.67,Norman North,175,2,6,1,90,11.25,22
"
Amador Valley",270,1,9,1,170,17.00,Francis Parker (CA),140,1,4,3,100,20.00,17
"
Plano West A",225,3,7,4,130,13.00,Mountain Lakes,100,2,2,2,60,15.00,21
"
Solon B",240,0,10,2,150,15.00,Acton-Boxborough,125,2,4,5,80,13.33,17
"
Vista Del Lago",265,0,11,3,170,15.45,Eden Prairie,150,1,5,3,100,16.67,20
"
Grand Ledge",235,1,8,2,150,16.67,West Point,125,1,5,2,70,11.67,17
"
Henderson A (PA)",220,0,11,4,130,11.82,Maggie Walker Governor's School B,115,1,5,2,60,10.00,19
"
John P. Stevens",310,3,9,3,190,15.83,Wilton,205,0,8,3,140,17.50,21
"
University Lab (IL)",425,5,8,2,280,21.54,Belmont,325,4,6,3,220,22.00,23
"
Berwick B",170,0,8,0,90,11.25,Archie,70,0,5,0,20,4.00,19
"
Edison",270,1,8,1,180,20.00,Henderson County (KY),180,0,9,0,90,10.00,18
"
Wise-Central (VA)",165,1,8,0,70,7.78,Eastside B,90,1,4,1,40,8.00,20
"
James W. Robinson",215,1,9,0,110,11.00,University School (OH),140,1,6,5,90,12.86,20
"
Grissom",220,1,8,1,130,14.44,Atkins Academic & Technology,145,0,7,1,80,11.43,17
"
Johns Creek B",245,0,10,3,160,16.00,Brookline,175,1,6,0,100,14.29,19
"
Overland Park North Scholars",205,0,10,3,120,12.00,Batesville,140,1,5,3,90,15.00,19
"
Baton Rouge Episcopal",210,0,10,2,120,12.00,Benet Academy,145,1,5,2,90,15.00,21
"
Mississippi Math and Science",210,1,9,3,120,12.00,Chattahoochee B,155,1,7,4,90,11.25,19
"
Woodland",255,3,8,0,130,11.82,Alabama Cyber Tech,205,1,6,2,140,20.00,18
"
Yukon",200,2,7,2,110,12.22,Greenwood,155,0,8,1,80,10.00,17
"
Southside (AL)",185,0,9,1,100,11.11,James Island,140,0,7,0,70,10.00,19
"
Saint Francis",230,0,9,2,150,16.67,Adlai E. Stevenson A,185,1,7,0,100,12.50,18
"
North Gwinnett",215,0,9,1,130,14.44,Herron,170,1,7,3,100,12.50,19
"
Henderson B (PA)",230,1,10,3,130,11.82,Danville,190,1,8,3,110,12.22,21
"
Houston Academy",120,0,8,2,50,6.25,Wichita Scholars,80,0,5,2,40,8.00,20
"
West Windsor-Plainsboro North",295,5,6,2,170,15.45,Heights (TX),265,1,8,2,180,20.00,22
"
Oak Grove",120,0,7,0,50,7.14,El Reno,90,0,6,0,30,5.00,16
"
Saline",240,2,6,0,150,18.75,Innovation Academy B,215,2,8,3,120,12.00,20
"
Kinkaid",325,5,6,4,210,19.09,Thomas Jefferson Science & Tech C (VA),300,2,9,2,190,17.27,22
"
Evanston",245,1,9,0,140,14.00,White Station A,220,4,4,0,120,15.00,18
"
Hanover",225,4,4,1,130,16.25,Irondale,200,0,10,2,110,11.00,21
"
Johns Creek C",125,0,7,1,60,8.57,"International Academy East (Troy, MI)",105,0,7,1,40,5.71,17
"
Great Valley",205,1,8,4,130,14.44,Northview (GA),185,0,8,1,110,13.75,19
"
Greenville (SC) (OT)",240,1,9,5,160,20.00,Ridgefield,220,2,7,0,120,13.33,24
"
Springfield Central (Springfield, MO)",195,1,8,0,100,11.11,Hickory Ridge,180,0,10,2,90,9.00,21
"
Dorman",195,1,8,0,100,11.11,Eastside A,180,1,7,1,100,12.50,19
"
Savannah",190,0,9,0,100,11.11,Chattahoochee C,175,1,6,2,110,15.71,19
"
Dunbar A",220,0,9,2,140,15.56,Cleveland Heights (OH),210,2,6,2,130,16.25,20
"
Bellaire",275,2,7,3,190,21.11,Stanford Online,265,2,8,3,170,17.00,19
"
Ladue",235,1,9,2,140,14.00,Ithaca,225,3,5,0,130,16.25,19
"
North Babylon",245,1,8,0,150,16.67,Wando,235,0,10,3,150,15.00,22
"
Midtown Classical (FL)",135,0,9,3,60,6.67,King Middle,125,0,6,1,70,11.67,21
"
Manheim Township C",85,0,6,1,30,5.00,Bainbridge,75,0,6,1,20,3.33,20
Winner,Score,P,TU,I,B,PPB,Loser,Score,P,TU,I,B,PPB,TUH
"
Stanford Online",460,6,9,2,290,19.33,Johns Creek B,40,1,2,5,30,10.00,20
"
White Station A",400,2,14,0,230,14.38,Southside (AL),40,1,1,1,20,10.00,20
"
Thomas Jefferson Science & Tech B (VA)",490,6,9,0,310,20.67,Amador Valley,140,2,3,2,90,18.00,21
"
Midtown (GA)",450,5,11,1,270,16.88,Henderson B (PA),125,1,4,0,70,14.00,21
"
Wando",360,1,13,1,220,15.71,"Springfield Central (Springfield, MO)",45,2,0,3,30,15.00,18
"
Rockford Auburn",440,5,9,3,290,20.71,Great Valley,165,2,5,1,90,12.86,23
"
Thomas Jefferson Science & Tech C (VA)",390,6,7,2,240,18.46,Woodland,160,2,4,2,100,16.67,22
"
Lightridge",355,2,12,1,210,15.00,Collierville,125,0,5,1,80,16.00,20
"
Chattahoochee B",300,1,12,1,170,13.08,Orono,70,1,3,3,40,10.00,21
"
Francis Parker (CA)",315,3,8,4,210,19.09,Savannah,90,0,6,2,40,6.67,20
"
Detroit Catholic Central B",300,3,9,1,170,14.17,Cary Scholars,75,1,3,2,40,10.00,19
"
Batesville",265,1,11,2,150,12.50,Houston Academy,45,1,2,2,20,6.67,19
"
University School (OH)",265,3,8,0,140,12.73,Greenhill B (TX),50,0,6,2,0,0.00,19
"
Homestead",400,5,9,3,250,17.86,Bellaire,190,2,4,2,130,21.67,22
"
Eastside A",240,2,11,2,110,8.46,Berwick B,30,0,2,0,10,5.00,20
"
Johns Creek A",380,5,8,7,260,20.00,Hanover,175,1,6,2,110,15.71,24
"
Solon B",300,2,10,2,180,15.00,Innovation Academy B,105,2,3,3,60,12.00,19
"
Alabama Cyber Tech",325,6,8,1,160,11.43,Plano West A,130,2,3,2,80,16.00,20
"
Danville",325,3,10,2,190,14.62,Grissom,135,0,5,1,90,18.00,24
"
Herberger",325,4,8,1,190,15.83,Grosse Pointe North,135,0,6,3,90,15.00,20
"
Mountain Lakes",280,2,9,2,170,15.45,Johns Creek C,105,0,5,1,60,12.00,19
"
BASIS Silicon Valley",255,1,10,2,150,13.64,Milton,80,0,5,2,40,8.00,19
"
Evanston",320,3,9,1,190,15.83,Archbishop Mitty,150,3,3,3,90,15.00,20
"
El Reno",200,1,10,1,90,8.18,Cy-Fair,30,1,2,5,20,6.67,22
"
Downingtown STEM",310,4,8,0,170,14.17,Plano West B,155,2,5,3,90,12.86,20
"
Eden Prairie",195,0,10,1,100,10.00,Wise-Central (VA),40,0,4,0,0,0.00,17
"
James W. Robinson",190,1,8,3,110,12.22,King Middle,35,0,3,3,20,6.67,18
"
James Island",225,0,10,1,130,13.00,Manheim Township C,80,0,5,0,30,6.00,20
"
Las Cruces",180,0,9,0,90,10.00,Eastside B,40,0,4,2,10,2.50,19
"
Cleveland Heights (OH)",250,1,11,1,130,10.83,Overland Park North Scholars,115,0,5,3,80,16.00,20
"
Belmont",310,5,5,3,200,20.00,East Brunswick,180,3,4,3,110,15.71,20
"
St. Mark's School of Texas",290,5,4,3,190,21.11,Maggie Walker Governor's School A,165,2,7,3,80,8.89,20
"
Northview (GA)",255,2,8,1,150,15.00,Quince Orchard,130,0,6,0,70,11.67,18
"
Heights (TX)",255,1,10,2,150,13.64,Henderson A (PA),135,0,6,1,80,13.33,19
"
Yukon",285,3,10,2,150,11.54,Saline,165,2,5,1,90,12.86,21
"
Wilton",220,1,8,1,130,14.44,North Babylon,105,0,6,1,50,8.33,16
"
Ithaca",345,3,8,2,230,20.91,Bellarmine College Prep,235,4,4,3,150,18.75,20
"
University School of Nashville (TN)",290,4,6,2,180,18.00,Grand Ledge,180,2,7,2,90,10.00,19
"
Glasgow",240,3,6,3,150,16.67,Baton Rouge Episcopal,135,0,7,1,70,10.00,19
"
Herron",260,1,10,1,150,13.64,Benet Academy,155,3,4,2,80,11.43,20
"
Wichita Scholars",205,0,10,1,110,11.00,"International Academy East (Troy, MI)",100,1,5,1,40,6.67,19
"
Dunbar A",300,4,7,2,180,16.36,St. John's (TX),200,2,7,2,110,12.22,20
"
Academic Magnet",210,2,7,2,120,13.33,Lindbergh A,110,1,5,3,60,10.00,19
"
Hickory Ridge",175,0,10,3,90,9.00,Chattahoochee D,80,0,5,2,40,8.00,20
"
Henderson County (KY)",245,3,7,2,140,14.00,Atkins Academic & Technology,150,0,7,2,90,12.86,20
"
St. John's Jesuit (OH)",180,1,9,1,80,8.00,White Station C,85,0,6,3,40,6.67,20
"
Jordan",260,0,10,0,160,16.00,Chattahoochee C,165,2,4,1,100,16.67,20
"
Bronx Science",190,1,7,1,110,13.75,Adlai E. Stevenson B,95,0,7,3,40,5.71,21
"
Ladue",395,10,3,1,220,16.92,John P. Stevens,305,4,6,1,190,19.00,23
"
Kinkaid",400,7,6,1,240,18.46,Thomas Jefferson Science & Tech A (VA),315,7,2,2,200,22.22,23
"
Midtown Classical (FL)",210,2,8,2,110,11.00,Norman North,125,0,7,3,70,10.00,21
"
Dorman",200,0,10,0,100,10.00,D'Iberville,120,1,6,3,60,8.57,21
"
Wilmington Charter",330,4,9,2,190,14.62,Princess Anne,255,5,3,4,170,21.25,21
"
Innovation Academy A",305,4,6,3,200,20.00,Baker,235,3,6,2,140,15.56,22
"
Kickapoo",235,1,9,4,150,15.00,Irondale,165,2,4,3,110,18.33,20
"
White Station B",245,2,9,1,130,11.82,Buchholz,180,2,6,4,110,13.75,20
"
North Gwinnett",275,1,11,0,150,12.50,Chenery Middle,210,4,5,2,110,12.22,22
"
Springfield (IL)",240,3,7,1,130,13.00,Edison,190,2,5,2,120,17.14,20
"
Bainbridge",65,0,6,1,10,1.67,Archie,15,0,2,1,0,0.00,20
"
Vista Del Lago",165,2,6,3,90,11.25,Brookline,120,0,7,2,60,8.57,20
"
Saratoga (CA)",385,5,6,2,260,23.64,Buffalo Grove,345,7,3,6,240,24.00,23
"
Troy (MI)",290,5,5,5,190,19.00,West Windsor-Plainsboro North,255,4,5,3,160,17.78,22
"
Thomas Jefferson Science & Tech D (VA)",185,2,7,3,100,11.11,Maggie Walker Governor's School B,160,0,7,0,90,12.86,18
"
Acton-Boxborough",180,1,6,1,110,15.71,Ridgefield,155,3,4,0,70,10.00,17
"
West Point",200,2,6,2,120,15.00,Lambert,175,1,7,4,110,13.75,19
"
Innovation Academy C",130,0,8,2,60,7.50,Deering,110,0,7,2,50,7.14,20
"
Saint Francis",270,1,9,1,170,17.00,Chattahoochee A,255,5,5,2,140,14.00,21
"
St. Andrew's",150,0,8,4,90,11.25,Oak Grove,135,1,8,0,40,4.44,20
"
Greenwood",185,0,9,1,100,11.11,Greenville (SC),170,4,4,2,80,10.00,19
"
Mississippi Math and Science",265,3,6,0,160,17.78,IMSA,255,5,5,6,160,16.00,21
"
BASIS McLean (OT)",400,6,7,2,250,22.73,University Lab (IL),390,7,6,3,240,20.00,27
"
Pensacola",180,0,9,4,110,12.22,Adlai E. Stevenson A,175,3,4,6,120,17.14,22
Winner,Score,P,TU,I,B,PPB,Loser,Score,P,TU,I,B,PPB,TUH
"
Mountain View",370,2,11,0,230,17.69,Overland Park North Scholars,90,1,4,1,40,8.00,19
"
Livingston B",350,3,11,1,200,14.29,Cary Scholars,90,2,3,4,50,10.00,21
"
Buffalo Grove",495,8,7,1,310,20.67,Barrington A,265,7,2,4,160,17.78,24
"
Eastside A",270,0,11,2,170,15.45,Rock Bridge B,40,0,4,4,20,5.00,21
"
Grand Ledge",295,4,8,1,160,13.33,Aurora,75,0,5,1,30,6.00,20
"
Detroit Country Day B",280,2,11,0,140,10.77,Bishop Kelley,65,0,4,1,30,7.50,19
"
Hunter A",480,8,5,2,320,24.62,Troy (MI),275,3,6,2,180,20.00,22
"
Lindbergh A",320,3,10,3,190,14.62,Leland,120,2,3,4,80,16.00,21
"
Ladue",370,5,8,1,220,16.92,East Chapel Hill,175,0,6,3,130,21.67,20
"
Westminster",375,1,13,2,240,17.14,Orono,180,4,3,2,100,14.29,23
"
Chattahoochee A",335,5,8,2,190,14.62,Westside,140,2,4,2,80,13.33,20
"
Hoover B",310,5,7,1,170,14.17,Southside (AL),120,2,3,0,60,12.00,20
"
Dorman",260,1,11,3,150,12.50,Riverside,75,0,5,1,30,6.00,20
"
Kinkaid",395,6,7,3,250,19.23,Cinco Ranch A,215,2,6,1,130,16.25,21
"
Carmel A",390,7,6,3,240,18.46,BASIS McLean,215,2,7,5,140,15.56,22
"
Lake Highland",285,3,10,4,160,12.31,Chenery Middle,110,0,6,2,60,10.00,22
"
Manheim Township B",245,5,7,2,110,9.17,Ridgefield,80,0,3,0,50,16.67,19
"
Irondale",280,4,7,2,160,14.55,Park Tudor,120,2,3,0,60,12.00,19
"
Burlington",265,3,9,2,140,11.67,Edison,105,1,4,2,60,12.00,21
"
Irvin",180,2,8,2,80,8.00,Lafayette Christian,25,0,3,1,0,0.00,20
"
Chattahoochee C",230,0,10,0,130,13.00,Myers Park,80,1,3,1,40,10.00,16
"
Adlai E. Stevenson A",245,5,5,4,140,14.00,Detroit Country Day C,100,0,6,2,50,8.33,20
"
Burnsville",195,2,8,3,100,10.00,Greenhill B (TX),70,0,5,2,30,6.00,19
"
Copley B",305,4,8,1,170,14.17,Barrington B,185,3,5,2,100,12.50,21
"
Edison Academy",295,4,8,1,160,13.33,Quince Orchard,175,2,5,1,100,14.29,22
"
Farmington Hills Mercy",160,2,7,0,60,6.67,Bainbridge,40,0,3,0,10,3.33,20
"
St. Andrew's",265,5,3,2,170,21.25,Kellenberg,145,2,5,3,80,11.43,20
"
Lambert",320,3,10,1,180,13.85,Marist,200,2,6,0,110,13.75,21
"
Grissom",210,1,8,1,120,13.33,Athens,90,0,6,4,50,8.33,17
"
Darien C",240,0,11,2,140,12.73,White Station C,130,0,7,2,70,10.00,20
"
Montgomery Blair",390,8,5,4,240,18.46,West Windsor-Plainsboro North,280,2,8,2,180,18.00,23
"
Saratoga Springs (NY)",220,3,6,1,120,13.33,Cy-Fair,110,1,6,1,40,5.71,19
"
Archbishop Mitty",240,1,9,1,140,14.00,John Adams,130,1,5,1,70,11.67,17
"
Western Dubuque",170,0,9,0,80,8.89,El Reno,60,0,3,0,30,10.00,19
"
Carlisle",220,2,7,2,130,14.44,West Point,110,2,4,4,60,10.00,19
"
Trinity",245,1,8,4,170,18.89,Baton Rouge Episcopal,135,1,6,2,70,10.00,19
"
Eastside B",170,1,9,1,70,7.00,East Hamilton,60,1,3,1,20,5.00,22
"
Buckingham County",180,1,8,1,90,10.00,Oak Grove,75,1,4,2,30,6.00,18
"
Dunbar B",185,1,7,0,100,12.50,Adlai E. Stevenson B,85,0,5,3,50,10.00,18
"
Saratoga (CA)",400,7,5,3,260,21.67,Detroit Country Day A,315,5,5,2,200,20.00,24
"
William Fremd C",210,1,10,1,100,9.09,Berwick B,130,1,5,1,70,11.67,22
"
Baker",240,5,5,3,130,13.00,Morris A,160,2,5,2,90,12.86,20
"
Catholic A",235,3,7,2,130,13.00,Milton,155,0,9,1,70,7.78,21
"
Wayzata C",190,1,8,3,110,12.22,King Middle,115,1,5,2,60,10.00,21
"
Wise-Central (VA)",170,4,5,4,80,8.89,Northwest Guilford,95,1,5,2,40,6.67,21
"
Lee's Summit West",205,0,10,1,110,11.00,Atkins Academic & Technology,135,3,3,2,70,11.67,19
"
Brookline",210,2,7,2,120,13.33,Manheim Township A,140,1,6,3,80,11.43,19
"
Naperville North",280,2,8,2,180,18.00,Mountain Lakes,215,2,6,1,130,16.25,20
"
McLean A",360,7,5,1,210,17.50,Homestead,295,8,2,1,160,16.00,22
"
DeWitt",165,1,8,2,80,8.89,Hickory Ridge,105,0,7,3,50,7.14,19
"
St. Joseph Central (St. Joseph, MO)",220,0,11,4,130,11.82,Savannah,160,2,5,2,90,12.86,20
"
James Island",180,1,9,3,90,9.00,Providence Day,120,1,5,1,60,10.00,20
"
Maggie Walker Governor's School B",210,3,5,1,120,15.00,Hudson,150,0,6,0,90,15.00,17
"
Centennial B",230,2,8,0,120,12.00,Lindbergh B,170,5,2,3,90,12.86,18
"
Mounds Park",240,2,7,2,150,16.67,Aiken,185,0,8,1,110,13.75,18
"
Catholic B",240,2,8,2,140,14.00,Collierville,190,1,8,1,100,11.11,20
"
Innovation Academy B",195,2,6,3,120,15.00,Lakota West,145,0,7,1,80,11.43,18
"
Morgantown B",235,2,9,1,120,10.91,Troy (NY),185,4,3,1,100,14.29,20
"
Copley A",325,4,7,1,200,18.18,Mira Loma A,280,1,9,3,190,19.00,21
"
Greenville (SC)",210,2,8,2,110,11.00,Freeman,165,4,3,3,90,12.86,22
"
St. Pius X",190,4,6,2,80,8.00,Deering,145,1,4,0,90,18.00,18
"
Cloverleaf",145,1,7,0,60,7.50,Manheim Township C,105,0,6,1,50,8.33,21
"
Eastlake",150,0,7,2,90,12.86,Las Cruces,110,1,5,1,50,8.33,24
"
St. Mark's School of Texas",340,8,4,2,190,15.83,Mira Loma B,305,4,6,1,190,19.00,23
"
Sylvania Northview (OH)",200,1,8,1,110,12.22,Gate City,165,3,3,2,100,16.67,19
"
Wichita Scholars",165,0,9,3,90,10.00,Morris B,135,1,6,2,70,10.00,20
"
Archie",115,0,7,1,50,7.14,Jefferson,85,1,4,0,30,6.00,19
"
Grand Junction B",125,0,7,1,60,8.57,"International Academy East (Troy, MI)",105,0,6,1,50,8.33,19
"
Plano West A",245,3,6,2,150,16.67,Carbondale,225,4,6,3,120,12.00,20
"
Kickapoo",255,3,7,4,160,16.00,Darien B,235,0,10,1,140,14.00,23
"
Norman North (OT)",245,3,9,2,120,12.00,Clark,225,4,5,1,120,13.33,25
"
Lee's Summit",180,3,5,1,90,11.25,Chattahoochee D,160,0,9,0,70,7.78,20
"
Houston Academy",135,2,6,3,60,7.50,Jackson Academy,120,0,6,0,60,10.00,21
"
Thomas Jefferson Classical (NC)",135,2,5,3,70,10.00,"Springfield Central (Springfield, MO)",120,1,5,1,60,10.00,18
"
Batesville",165,0,8,5,110,13.75,Berwick A,150,4,4,2,60,7.50,19
"
Benet Academy",245,3,7,2,140,14.00,Massey Hill Classical,230,2,8,2,130,13.00,22
"
Canyon Crest B",190,2,7,2,100,11.11,University School (OH),180,1,6,1,110,15.71,21
"
Bellaire",225,2,7,1,130,14.44,Carmel B,220,1,7,3,150,18.75,18
"
Johns Creek C",110,0,9,0,20,2.22,Simon Kenton,105,0,6,1,50,8.33,20
"
North Kansas City (OT)",135,1,6,2,70,11.67,D'Iberville,130,2,7,2,40,5.00,23
Winner,Score,P,TU,I,B,PPB,Loser,Score,P,TU,I,B,PPB,TUH
"
Strake Jesuit A",495,3,14,0,310,18.24,Herberger,100,2,2,2,60,15.00,22
"
Del Norte",445,8,7,1,260,17.33,Buchholz,85,1,3,2,50,12.50,23
"
Thomas Jefferson Science & Tech A (VA)",455,4,11,3,300,20.00,Darien A,135,3,2,4,90,18.00,23
"
IMSA",415,6,9,1,240,16.00,Francis Parker (IL),145,1,5,0,80,13.33,23
"
Saline",370,2,9,0,250,22.73,Strake Jesuit B,100,3,2,3,50,10.00,18
"
Bloomington",360,4,8,0,220,18.33,North Gwinnett,95,0,5,1,50,10.00,20
"
Thomas Jefferson Science & Tech B (VA)",425,6,9,1,250,16.67,LASA,165,3,3,2,100,16.67,23
"
Rockford Auburn",400,5,9,1,240,17.14,Northmont,145,1,5,2,90,15.00,20
"
Stanford Online",370,3,9,1,240,20.00,Hastings,125,0,5,1,80,16.00,17
"
Hunter B",310,1,10,3,210,19.09,Midtown Classical (FL),75,1,2,0,40,13.33,20
"
James W. Robinson",280,1,10,1,170,15.45,Providence,50,0,4,4,30,7.50,22
"
Caddo Magnet A",415,6,8,1,250,17.86,University Lab (IL),185,3,5,4,110,13.75,24
"
Centennial C",325,2,11,1,190,14.62,Henderson A (PA),95,0,4,3,70,17.50,20
"
Francis Parker (CA)",345,5,7,0,200,16.67,Saint Agnes,125,3,3,2,60,10.00,21
"
Westview",370,2,10,0,240,20.00,Springfield (IL),155,1,5,0,90,15.00,19
