Winner,Score,P,TU,I,B,PPB,Loser,Score,P,TU,I,B,PPB,TUH
"
Herron",170,1,8,3,90,10.00,Savannah,125,0,8,1,50,6.25,22
"
Norfolk Academic Guild",280,5,6,5,170,15.45,Solon B,240,1,9,1,140,14.00,22
"
Stanton College Prep A",285,3,7,4,190,19.00,Moravian Academy,260,3,7,1,150,15.00,23
"
Hoover B",240,3,8,1,120,10.91,Downingtown STEM,220,1,8,3,140,15.56,22
"
East Chapel Hill B (OT)",110,1,7,5,50,8.33,Osbourn Park,90,0,6,2,40,6.67,20
"
Francis Parker",245,4,6,3,140,14.00,Langley,230,1,8,1,140,15.56,19
"
Innovation Academy A",175,2,6,5,110,13.75,Jasper B,160,1,7,1,80,10.00,23
"
Grosse Pointe North",180,0,9,2,100,11.11,Archbishop Mitty,170,2,6,2,90,11.25,19
"
Seven Lakes",265,1,9,0,160,16.00,Herberger,260,1,10,1,150,13.64,22
"
Overland Park North Scholars",155,1,7,2,80,10.00,Chattahoochee D,150,0,8,2,80,10.00,22
Winner,Score,P,TU,I,B,PPB,Loser,Score,P,TU,I,B,PPB,TUH
"
Buffalo Grove",695,12,9,1,430,20.48,"Clark (Las Vegas, NV)",35,0,2,3,30,15.00,24
"
Arcadia",565,11,5,2,360,22.50,Barrington B,85,1,2,0,50,16.67,21
"
Midtown (Atlanta, GA)",480,4,13,2,300,17.65,West Point,55,0,2,1,40,20.00,20
"
Barrington A",565,9,7,2,370,23.12,Stanton College Prep A,170,3,3,3,110,18.33,22
"
Homestead",445,7,8,0,260,17.33,Thomas Jefferson Science & Tech B,70,2,1,8,70,23.33,20
"
Herberger",415,2,14,1,250,15.62,Alma Bryant,80,1,2,1,50,16.67,21
"
Archbishop Mitty",345,3,11,2,200,14.29,Great Valley D,30,0,2,2,20,10.00,21
"
Thomas Jefferson Science & Tech A",475,9,5,2,300,21.43,Francis Parker,170,3,4,1,90,12.86,22
"
Ridgewood A",405,3,10,2,270,20.77,Thomas Jefferson Science & Tech D,110,1,4,3,70,14.00,18
"
Kickapoo A",365,4,10,1,210,15.00,Grand Ledge,70,0,4,2,40,10.00,21
"
Chattahoochee B",435,5,10,6,290,19.33,Carlisle,145,0,6,3,100,16.67,22
"
Alabama Cyber Tech",390,4,11,0,220,14.67,Innovation Academy A,120,2,3,2,70,14.00,20
"
High Tech",425,9,5,2,250,17.86,Caddo Magnet,175,1,6,4,120,17.14,22
"
Hunter A",440,9,4,7,300,23.08,Detroit Catholic Central B,200,1,7,1,120,15.00,22
"
Winston Churchill",400,3,10,1,260,20.00,"Troy (Troy, MI)",190,3,4,3,120,17.14,20
"
Christian Brothers",315,1,11,2,200,16.67,Great Valley C,110,0,6,4,70,11.67,19
"
Savannah",280,1,11,1,160,13.33,Burnsville C,85,0,5,1,40,8.00,19
"
Heights",320,4,8,0,180,15.00,Greater Atlanta Christian,140,1,5,1,80,13.33,19
"
North Oconee",255,1,11,2,140,11.67,Irvin,80,0,5,0,30,6.00,21
"
Carmel B",300,3,8,1,180,16.36,Jasper A,130,1,6,5,80,11.43,22
"
Morgantown",315,5,7,4,190,15.83,Herron,145,0,7,1,80,11.43,21
"
Winnebago",205,1,12,4,90,6.92,Athens,35,0,3,1,10,3.33,21
"
Chattahoochee D",245,1,10,2,140,12.73,Dothan,90,1,4,3,50,10.00,19
"
Kickapoo B",235,0,12,3,130,10.83,Jasper B,85,0,4,3,60,15.00,21
"
Lightridge B",200,1,10,1,90,8.18,Grissom B,50,0,3,0,20,6.67,18
"
Hoover A",405,6,8,3,250,17.86,Bellarmine College Prep,260,5,3,3,170,21.25,23
"
William Fremd B",270,2,9,4,170,15.45,Overland Park North Scholars,125,0,6,3,80,13.33,21
"
Hunter B",300,3,8,1,180,16.36,White Station C,155,1,6,2,90,12.86,21
"
Chattahoochee C",235,1,9,0,130,13.00,Plano West A,105,1,5,4,60,10.00,18
"
Strake Jesuit A",335,5,6,6,230,20.91,Grosse Pointe North,210,3,7,1,100,10.00,22
"
Solon B",245,1,9,4,160,16.00,John Adams B,120,1,6,1,50,7.14,20
"
Stanford Online",360,5,6,1,230,20.91,Adlai E. Stevenson A,240,5,4,5,150,16.67,22
"
Edison",290,2,9,2,180,16.36,Detroit Catholic Central C,170,1,7,1,90,11.25,20
"
Moravian Academy",310,1,10,3,210,19.09,Ward Melville,190,3,5,1,100,12.50,20
"
Irondale",255,0,10,1,160,16.00,Lake Highland,140,1,6,3,80,11.43,18
"
Freeman",375,6,5,5,260,23.64,Hoover B,270,4,6,2,160,16.00,24
"
Del Norte",255,2,8,3,160,16.00,Holy Spirit,150,0,7,2,90,12.86,17
"
Northwest Guilford",220,1,8,3,140,15.56,Onalaska,120,0,7,2,60,8.57,16
"
North Carolina Science and Math",235,4,6,3,130,13.00,Leland,140,2,5,2,70,10.00,19
"
Detroit Catholic Central A",355,5,6,2,230,20.91,Seven Lakes,265,4,5,1,160,17.78,20
"
Langley",255,4,6,3,150,15.00,"Henderson (West Chester, PA)",165,1,5,2,110,18.33,17
"
William Fremd A",335,4,7,3,220,20.00,Westview,245,3,6,2,150,16.67,20
"
Bellaire",220,3,6,1,120,13.33,Edmond North,130,1,6,3,70,10.00,17
"
Midtown Classical (Tallahassee, FL)",200,1,9,3,110,11.00,Burnsville B,115,0,7,1,50,7.14,21
"
IMSA",360,7,4,3,230,20.91,East Brunswick,280,7,3,1,150,15.00,23
"
Maggie Walker Governor's School",290,1,10,3,190,17.27,Greenville,210,3,6,1,110,12.22,23
"
Innovation Academy B",185,0,9,1,100,11.11,Detroit Catholic Central E,105,1,4,4,70,14.00,16
"
Baker",380,3,9,1,250,20.83,Kinkaid,305,7,3,2,180,18.00,22
"
Alexandria City",210,3,7,3,110,11.00,East Chapel Hill B,135,0,7,5,90,12.86,19
"
St. Paul Academy",260,2,9,2,150,13.64,Mission San Jose,185,0,8,5,130,16.25,20
"
Downingtown STEM",245,2,8,1,140,14.00,Saline,170,1,6,3,110,15.71,21
"
Burnsville A",210,0,10,0,110,11.00,White Station B,135,4,4,7,70,8.75,21
"
Stanton College Prep B",255,1,9,0,150,15.00,Norfolk Academic Guild,185,2,6,5,120,15.00,18
"
Brunswick",245,2,7,5,170,18.89,Carmel C,175,0,9,1,90,10.00,18
"
Thomas Jefferson Science & Tech F",220,2,7,2,130,14.44,Chattahoochee E,150,0,8,2,80,10.00,19
"
Hume-Fogg",245,1,9,4,160,16.00,Franklin,180,0,8,0,100,12.50,18
"
Ladue",355,6,5,1,220,20.00,Santa Monica,295,6,4,1,170,17.00,22
"
Minnetonka",195,0,9,5,130,14.44,Thomas Jefferson Science & Tech E,135,1,6,0,60,8.57,19
"
Stillwater",185,0,10,3,100,10.00,Beaconsfield Scholars,130,2,5,4,70,10.00,19
"
Wilmington Charter",255,2,8,1,150,15.00,St. John's,205,3,5,2,120,15.00,21
"
Thomas Jefferson Science & Tech C",250,2,8,2,150,15.00,Walnut Hills,200,1,7,3,130,16.25,19
"
Allderdice",220,2,7,2,130,14.44,Phillips Academy,170,0,8,2,100,12.50,23
"
Osbourn Park",205,1,8,2,120,13.33,Saint Agnes,160,1,7,7,110,13.75,20
"
Detroit Catholic Central D",180,1,8,3,100,11.11,"Clarke (Westbury, NY)",135,1,5,0,70,11.67,18
"
Rock Bridge",185,1,8,0,90,10.00,Chaska,150,3,4,5,90,12.86,18
"
Grissom A",250,3,7,1,140,14.00,Adlai E. Stevenson B,220,4,6,4,120,12.00,21
"
Chattahoochee F",185,1,8,0,90,10.00,Portsmouth,155,1,6,2,90,12.86,19
"
Plano West B",180,2,6,0,90,11.25,Ridgewood B,160,2,5,2,90,12.86,20
"
University Lab",335,6,6,1,190,15.83,Carmel A,320,4,6,4,220,22.00,22
"
Irvington",305,5,6,2,180,16.36,Chattahoochee A,290,6,3,4,190,21.11,21
"
Richard Montgomery B",210,2,8,4,120,12.00,Lightridge A,200,0,8,0,120,15.00,20
"
International Academy Okma",155,0,7,1,90,12.86,Chanhassen,150,1,6,5,100,14.29,18
Winner,Score,P,TU,I,B,PPB,Loser,Score,P,TU,I,B,PPB,TUH
"
Thomas Jefferson Science & Tech A",655,12,8,1,400,20.00,University Lab,110,2,1,2,80,26.67,24
"
St. John's",405,2,12,1,260,18.57,Innovation Academy B,25,0,2,1,10,5.00,18
"
Irvington",530,6,10,0,340,21.25,Homestead,155,4,1,1,90,18.00,21
"
Norfolk Academic Guild",410,3,13,3,250,15.62,Franklin,40,0,3,0,10,3.33,21
"
Kickapoo A",380,3,13,1,210,13.12,Northwest Guilford,25,0,2,3,20,10.00,23
"
Arcadia",535,9,6,2,350,23.33,Ridgewood A,195,4,3,3,120,17.14,23
"
Saline",320,2,11,0,180,13.85,North Oconee,-10,1,0,7,10,10.00,20
"
Hunter A",505,8,5,3,350,26.92,Thomas Jefferson Science & Tech B,195,5,3,2,100,12.50,21
"
Adlai E. Stevenson A",455,4,10,1,300,21.43,Carmel B,160,4,2,4,100,16.67,22
"
Chattahoochee A",345,5,8,4,210,16.15,Rock Bridge,70,1,3,1,30,7.50,21
"
Beaconsfield Scholars",320,1,12,1,190,14.62,"Midtown Classical (Tallahassee, FL)",55,1,2,4,40,13.33,20
"
Del Norte",395,4,8,1,260,21.67,Thomas Jefferson Science & Tech C,135,2,4,5,90,15.00,20
"
Alabama Cyber Tech",385,3,10,0,240,18.46,Francis Parker,135,3,3,4,80,13.33,21
"
Maggie Walker Governor's School",345,1,11,0,220,18.33,Grissom A,95,0,5,3,60,12.00,19
"
Chattahoochee C",325,2,11,3,200,15.38,Richard Montgomery B,85,2,4,3,30,5.00,21
"
Henderson (West Chester, PA)",260,1,12,3,140,10.77,Kickapoo B,25,0,2,3,20,10.00,21
"
Chattahoochee D",255,1,11,2,140,11.67,Great Valley D,25,0,2,1,10,5.00,20
"
Hunter B",400,3,10,3,270,20.77,Lightridge A,180,1,5,1,120,20.00,20
"
Heights",345,4,8,1,210,17.50,Seven Lakes,130,1,5,3,80,13.33,18
"
East Brunswick",275,2,10,3,160,13.33,Irondale,60,0,3,4,50,16.67,19
"
Carmel A",390,5,7,7,280,23.33,Edison,175,0,7,3,120,17.14,21
"
Santa Monica",345,3,10,0,200,15.38,Herberger,140,2,3,2,90,18.00,20
"
West Point",270,0,12,0,150,12.50,Savannah,65,1,3,2,30,7.50,20
"
Strake Jesuit A",445,8,6,1,270,19.29,High Tech,255,3,5,2,170,21.25,23
"
Troy (Troy, MI)",285,3,8,4,180,16.36,Burnsville A,115,1,5,0,50,8.33,20
"
Plano West A",275,1,9,2,180,18.00,International Academy Okma,120,1,4,1,70,14.00,17
"
Detroit Catholic Central B",290,1,10,1,180,16.36,Chaska,140,0,7,0,70,10.00,19
"
Buffalo Grove",385,5,7,2,250,20.83,Freeman,245,0,9,3,170,18.89,22
"
Brunswick",335,4,9,1,190,14.62,Caddo Magnet,195,0,8,5,140,17.50,22
"
Phillips Academy",225,3,7,2,120,12.00,Herron,90,1,4,1,40,8.00,21
"
Saint Agnes",195,1,9,6,120,12.00,Athens,60,0,4,0,20,5.00,20
"
Chanhassen",195,2,8,3,100,10.00,White Station C,60,0,3,2,40,13.33,18
"
Hoover B",275,2,9,3,170,15.45,Hume-Fogg,145,0,7,3,90,12.86,21
"
Grand Ledge",225,2,9,1,110,10.00,Lightridge B,95,0,5,1,50,10.00,19
"
Westview",265,2,9,3,160,14.55,White Station B,140,0,6,0,80,13.33,22
"
Carlisle",240,1,8,1,150,16.67,Osbourn Park,120,0,6,0,60,10.00,18
"
Detroit Catholic Central E",225,1,8,0,130,14.44,Burnsville C,105,0,6,1,50,8.33,20
"
Bellaire",260,1,10,1,150,13.64,Overland Park North Scholars,145,3,5,2,60,7.50,24
"
Kinkaid",370,5,8,5,240,18.46,William Fremd A,270,2,7,0,170,18.89,23
"
Onalaska",220,1,10,1,110,10.00,Thomas Jefferson Science & Tech F,120,2,4,2,60,10.00,22
"
Minnetonka",285,3,6,2,190,21.11,Grosse Pointe North,190,1,8,5,120,13.33,21
"
Downingtown STEM",230,0,10,4,150,15.00,St. Paul Academy,135,2,5,5,80,11.43,19
"
Chattahoochee E",165,0,8,1,90,11.25,Grissom B,75,0,4,3,50,12.50,17
"
Hoover A",425,8,6,3,260,18.57,Barrington A,340,6,3,2,230,25.56,24
"
John Adams B",120,0,8,2,50,6.25,Irvin,35,0,4,3,10,2.50,24
"
Midtown (Atlanta, GA)",320,1,11,3,210,17.50,Wilmington Charter,240,1,8,1,150,16.67,23
"
Clark (Las Vegas, NV)",290,2,9,4,190,17.27,Stanton College Prep B,215,1,8,2,130,14.44,21
"
Langley",235,3,7,4,140,14.00,Stillwater,160,2,5,0,80,11.43,17
"
Archbishop Mitty",195,0,9,1,110,12.22,William Fremd B,120,1,5,3,70,11.67,18
"
Edmond North",160,0,8,4,100,12.50,Dothan,85,2,3,3,40,8.00,18
"
Mission San Jose",255,1,9,2,160,16.00,Solon B,185,3,5,0,90,11.25,20
"
Portsmouth",220,0,10,2,130,13.00,"Clarke (Westbury, NY)",150,0,7,2,90,12.86,22
"
Winnebago",195,4,5,1,90,10.00,East Chapel Hill B,140,1,6,1,70,10.00,20
"
Chattahoochee B",225,4,5,3,130,14.44,Alexandria City,175,0,8,1,100,12.50,21
"
Holy Spirit",145,0,8,3,80,10.00,Chattahoochee F,95,2,3,1,40,8.00,21
"
Christian Brothers",235,1,9,0,130,13.00,Adlai E. Stevenson B,185,3,5,6,120,15.00,20
"
IMSA",370,5,8,1,220,16.92,Stanford Online,325,4,7,1,200,18.18,24
"
Alma Bryant",205,1,7,0,120,15.00,Greater Atlanta Christian,160,1,6,3,100,14.29,21
"
Bellarmine College Prep",290,4,6,2,180,18.00,Moravian Academy,250,1,9,1,150,15.00,21
"
Walnut Hills",205,4,5,5,120,13.33,Detroit Catholic Central D,170,0,8,0,90,11.25,21
"
Carmel C",200,1,8,1,110,12.22,Thomas Jefferson Science & Tech E,165,2,5,3,100,14.29,21
"
Stanton College Prep A",275,0,11,5,190,17.27,North Carolina Science and Math,245,4,5,1,140,15.56,22
"
Jasper A",195,1,8,4,120,13.33,Lake Highland,165,1,7,2,90,11.25,20
"
Burnsville B",150,1,7,1,70,8.75,Jasper B,120,0,6,2,70,11.67,23
"
Detroit Catholic Central A",395,4,7,1,270,24.55,Ladue,370,8,4,2,220,18.33,23
"
Greenville",205,1,8,2,120,13.33,Plano West B,180,1,8,3,100,11.11,21
"
Innovation Academy A",170,1,8,3,90,10.00,Detroit Catholic Central C,145,0,7,3,90,12.86,21
"
Leland",190,0,9,2,110,12.22,Ward Melville,170,1,6,1,100,14.29,18
"
Thomas Jefferson Science & Tech D",240,2,7,2,150,16.67,Morgantown,225,3,5,2,140,17.50,21
"
Barrington B",205,2,7,5,130,14.44,Allderdice,195,2,5,1,120,17.14,21
"
Ridgewood B",130,0,7,0,60,8.57,Great Valley C,120,1,6,1,50,7.14,19
"
Winston Churchill",370,4,9,2,230,17.69,Baker,365,7,4,2,230,20.91,24
Winner,Score,P,TU,I,B,PPB,Loser,Score,P,TU,I,B,PPB,TUH
"
Baker",525,4,12,3,360,22.50,Archbishop Mitty,75,1,2,2,50,16.67,22
"
Caddo Magnet",430,3,12,1,270,18.00,Onalaska,5,0,1,1,0,0.00,23
"
Arcadia",575,7,10,0,370,21.76,Buffalo Grove,220,5,1,3,150,25.00,23
"
Kinkaid",440,6,9,4,280,18.67,Brunswick,115,0,5,5,90,18.00,22
"
Hoover A",425,3,10,4,300,23.08,Downingtown STEM,120,1,3,1,80,20.00,21
"
Freeman",405,1,12,0,270,20.77,Chattahoochee C,110,2,3,4,70,14.00,20
"
Adlai E. Stevenson A",390,4,9,2,250,19.23,Heights,110,3,2,1,50,10.00,20
"
Mission San Jose",360,3,11,3,220,15.71,Morgantown,85,0,4,3,60,15.00,21
"
Richard Montgomery B",285,2,9,5,190,17.27,Herron,35,0,3,1,10,3.33,23
"
Thomas Jefferson Science & Tech B",370,4,9,4,240,18.46,Beaconsfield Scholars,120,0,5,2,80,16.00,24
"
Chattahoochee A",375,4,8,5,260,21.67,Alabama Cyber Tech,140,0,7,2,80,11.43,22
"
Midtown (Atlanta, GA)",360,1,11,3,250,20.83,Leland,140,0,6,0,80,13.33,19
"
Chaska",240,0,11,4,150,13.64,Burnsville B,20,0,1,0,10,10.00,21
"
Solon B",300,2,11,0,160,12.31,Lightridge A,80,0,3,0,50,16.67,19
"
Barrington A",405,3,10,0,260,20.00,Barrington B,190,2,5,4,130,18.57,20
"
Detroit Catholic Central A",385,4,9,3,250,19.23,IMSA,180,3,4,3,110,15.71,21
"
Wilmington Charter",300,3,8,1,180,16.36,Norfolk Academic Guild,110,0,5,4,80,16.00,20
"
Ladue",330,5,6,3,210,19.09,Del Norte,145,1,6,2,80,11.43,21
"
Thomas Jefferson Science & Tech F",235,1,10,0,120,10.91,Overland Park North Scholars,50,1,3,5,30,7.50,20
"
Adlai E. Stevenson B",240,0,10,8,180,18.00,"Midtown Classical (Tallahassee, FL)",55,0,4,1,20,5.00,20
"
St. Paul Academy",220,1,9,5,140,14.00,Phillips Academy,40,0,2,2,30,15.00,21
"
Hunter B",255,2,8,3,160,16.00,Stanton College Prep B,80,0,4,4,60,15.00,22
"
Troy (Troy, MI)",315,3,8,2,200,18.18,Minnetonka,150,1,6,1,80,11.43,23
"
Ward Melville",200,0,10,2,110,11.00,John Adams B,35,0,3,1,10,3.33,19
"
Carmel C",230,4,5,0,120,13.33,Northwest Guilford,70,0,4,0,30,7.50,23
"
Grosse Pointe North",260,1,10,3,160,14.55,Grand Ledge,105,0,5,1,60,12.00,19
"
Lake Highland",235,0,10,1,140,14.00,Saint Agnes,80,1,4,1,30,6.00,21
"
Detroit Catholic Central E",205,1,8,0,110,12.22,International Academy Okma,50,0,4,2,20,5.00,18
"
Clarke (Westbury, NY)",175,1,7,2,100,12.50,Athens,20,0,2,0,0,0.00,18
"
Grissom A",205,0,8,1,130,16.25,Innovation Academy A,55,1,3,6,40,10.00,23
"
Thomas Jefferson Science & Tech A",315,6,4,5,210,21.00,Irvington,170,1,6,1,100,14.29,18
"
Henderson (West Chester, PA)",235,1,9,4,150,15.00,Rock Bridge,90,1,3,1,50,12.50,23
"
North Carolina Science and Math",225,2,7,3,140,15.56,Saline,80,2,2,4,50,12.50,22
"
Strake Jesuit A",350,3,8,3,240,21.82,Winston Churchill,210,2,5,2,140,20.00,20
"
Ridgewood A",345,4,7,3,230,20.91,Bellarmine College Prep,205,3,4,2,130,18.57,21
"
Thomas Jefferson Science & Tech C",275,4,6,3,170,17.00,Alma Bryant,135,0,7,1,70,10.00,20
"
William Fremd A",275,2,8,1,170,17.00,Bellaire,135,0,7,3,80,11.43,18
"
Thomas Jefferson Science & Tech E",205,2,7,3,120,13.33,Chattahoochee E,65,0,4,3,40,10.00,20
"
Grissom B",175,0,9,1,90,10.00,Dothan,35,0,2,3,30,15.00,21
"
Edison",250,1,8,3,170,18.89,Christian Brothers,115,1,4,2,70,14.00,20
"
Lightridge B",160,0,8,0,80,10.00,Great Valley D,30,0,2,0,10,5.00,20
"
Detroit Catholic Central D",215,0,9,1,130,14.44,East Chapel Hill B,85,0,5,3,50,10.00,23
"
Jasper B",175,2,6,1,90,11.25,Great Valley C,45,0,4,5,30,7.50,23
"
High Tech",305,5,6,2,180,16.36,Kickapoo A,200,2,5,2,130,18.57,21
"
Franklin",165,1,6,0,90,12.86,White Station C,60,0,5,4,30,6.00,17
"
East Brunswick",295,1,10,2,190,17.27,Santa Monica,200,4,4,6,130,16.25,21
"
Homestead",345,2,9,1,230,20.91,Langley,260,4,6,0,140,14.00,22
"
Irondale",190,2,6,2,110,13.75,Winnebago,105,1,5,0,40,6.67,20
"
Burnsville C",105,1,5,2,50,8.33,Irvin,20,0,2,0,0,0.00,23
"
Detroit Catholic Central B",235,0,10,1,140,14.00,Stillwater,155,0,6,1,100,16.67,19
"
Plano West A",225,2,8,1,120,12.00,Allderdice,145,1,6,6,100,14.29,22
"
Innovation Academy B",165,2,7,1,70,7.78,North Oconee,85,0,4,3,60,15.00,22
"
Francis Parker",240,1,7,3,170,21.25,Greenville,170,0,8,4,110,13.75,22
"
Stanford Online",265,3,6,2,170,18.89,Chattahoochee B,205,3,6,2,110,12.22,18
"
Detroit Catholic Central C",195,0,8,1,120,15.00,Ridgewood B,135,0,6,1,80,13.33,18
"
Clark (Las Vegas, NV)",250,0,10,2,160,16.00,Thomas Jefferson Science & Tech D,195,0,8,3,130,16.25,20
"
St. John's",215,2,8,5,130,13.00,Hume-Fogg,160,0,6,2,110,18.33,22
"
Carmel A",455,6,6,1,310,25.83,Hunter A,405,8,4,5,270,22.50,24
"
William Fremd B",215,2,7,1,120,13.33,Westview,165,0,7,1,100,14.29,17
"
Chanhassen",180,0,9,2,100,11.11,Savannah,130,0,6,0,70,11.67,21
"
Osbourn Park",125,1,5,2,70,11.67,Chattahoochee F,75,0,5,3,40,8.00,19
"
University Lab",255,5,5,4,150,15.00,Maggie Walker Governor's School,215,2,5,1,140,20.00,21
"
Moravian Academy",205,1,8,2,120,13.33,West Point,165,2,5,1,90,12.86,19
"
White Station B",160,0,7,0,90,12.86,Edmond North,130,0,7,4,80,11.43,23
"
Jasper A",215,2,7,1,120,13.33,Alexandria City,190,0,8,0,110,13.75,19
"
Stanton College Prep A (OT)",255,6,4,3,140,20.00,Hoover B,240,2,8,0,130,14.44,23
"
Carlisle",180,1,7,3,110,13.75,Carmel B,165,0,7,1,100,14.29,19
"
Chattahoochee D",130,0,6,2,80,13.33,Burnsville A,115,1,5,2,60,10.00,21
"
Portsmouth",155,0,9,3,80,8.89,Greater Atlanta Christian,140,1,7,1,60,7.50,20
"
Kickapoo B",125,0,8,1,50,6.25,Plano West B,110,0,7,2,50,7.14,19
"
Herberger",135,2,4,1,70,11.67,Walnut Hills,130,0,6,4,90,15.00,17
"
Holy Spirit",205,0,10,1,110,11.00,Seven Lakes,200,0,7,2,140,20.00,21
Winner,Score,P,TU,I,B,PPB,Loser,Score,P,TU,I,B,PPB,TUH
"
Morgantown",425,4,11,1,260,17.33,Kickapoo B,40,1,2,3,20,6.67,20
"
Hunter A",480,6,7,4,340,26.15,St. John's,100,0,5,0,50,10.00,20
"
Carmel A",525,6,9,3,360,24.00,Winston Churchill,210,3,5,1,120,15.00,23
"
Hoover A",415,4,11,1,250,16.67,East Brunswick,125,2,2,5,100,25.00,22
"
Detroit Catholic Central B",415,2,13,1,260,17.33,Carmel C,130,3,3,1,60,10.00,21
"
Lake Highland",325,1,12,0,190,14.62,West Point,85,1,3,6,70,17.50,20
"
Walnut Hills",315,2,9,1,200,18.18,Chanhassen,80,0,5,2,40,8.00,19
"
Arcadia",450,7,6,1,290,22.31,Strake Jesuit A,225,3,5,4,150,18.75,22
"
Del Norte",340,2,10,2,220,18.33,Plano West A,115,1,4,2,70,14.00,18
"
Moravian Academy",280,2,9,0,160,14.55,Archbishop Mitty,70,1,4,5,40,8.00,19
"
Adlai E. Stevenson B",325,4,7,1,200,18.18,Stanton College Prep B,120,0,6,4,80,13.33,18
"
Innovation Academy B",265,2,10,1,140,11.67,Burnsville A,70,0,4,2,40,10.00,19
"
Greenville",240,2,10,2,120,10.00,Lightridge B,50,0,3,2,30,10.00,22
"
Chaska",280,2,9,0,160,14.55,Carmel B,95,2,3,7,70,14.00,19
"
Midtown (Atlanta, GA)",400,4,9,4,270,20.77,Downingtown STEM,220,1,7,1,140,17.50,22
"
Grissom A",315,1,11,2,200,16.67,William Fremd B,135,1,5,4,90,15.00,20
"
Thomas Jefferson Science & Tech D",310,1,10,1,200,18.18,Caddo Magnet,135,1,6,8,100,14.29,21
"
Bellarmine College Prep",275,2,10,5,170,14.17,Chattahoochee D,100,1,4,1,50,10.00,20
"
Clark (Las Vegas, NV)",355,1,11,0,230,19.17,Stanford Online,195,3,4,6,140,20.00,22
"
Hoover B",310,4,7,2,190,17.27,Francis Parker,165,1,7,4,100,12.50,20
"
Saline",265,1,9,2,170,17.00,Osbourn Park,120,0,6,4,80,13.33,19
"
Adlai E. Stevenson A",365,4,7,1,240,21.82,Homestead,225,3,6,4,140,15.56,23
"
High Tech",385,4,9,3,250,19.23,University Lab,250,3,5,1,160,20.00,22
"
Edison",350,4,8,2,220,18.33,Kickapoo A,220,2,7,0,120,13.33,22
"
Bellaire",265,0,10,1,170,17.00,Ward Melville,140,0,6,0,80,13.33,18
"
Chattahoochee E",230,1,9,1,130,13.00,International Academy Okma,105,1,6,6,60,8.57,21
"
Saint Agnes",245,1,10,2,140,12.73,Savannah,120,0,7,0,50,7.14,18
"
Grand Ledge",275,0,11,1,170,15.45,Detroit Catholic Central C,155,2,5,5,100,14.29,22
"
Thomas Jefferson Science & Tech B",335,6,4,5,230,23.00,Brunswick,220,3,6,1,120,13.33,23
"
Portsmouth",235,1,9,0,130,13.00,Christian Brothers,120,0,7,2,60,8.57,21
"
Grosse Pointe North",280,2,10,2,160,13.33,Chattahoochee C,170,2,5,2,100,14.29,20
"
Seven Lakes",255,1,9,2,160,16.00,Thomas Jefferson Science & Tech F,145,0,7,3,90,12.86,19
"
Plano West B",205,0,10,1,110,11.00,Grissom B,95,1,4,2,50,10.00,20
"
Midtown Classical (Tallahassee, FL)",175,1,7,2,100,12.50,John Adams B,65,0,5,1,20,4.00,20
"
Barrington B",250,4,6,4,150,15.00,Carlisle,145,1,5,0,80,13.33,19
"
Alexandria City",210,0,9,2,130,14.44,Phillips Academy,105,0,8,3,40,5.00,19
"
Dothan",115,1,8,4,40,4.44,Irvin,10,0,1,0,0,0.00,17
"
Wilmington Charter",270,1,10,1,160,14.55,Thomas Jefferson Science & Tech C,170,3,4,5,110,15.71,19
"
Ladue",440,3,10,1,300,23.08,Barrington A,345,6,4,3,230,23.00,24
"
Thomas Jefferson Science & Tech E",225,2,7,1,130,14.44,Allderdice,130,1,6,3,70,10.00,19
"
Chattahoochee B",240,1,10,5,150,13.64,"Henderson (West Chester, PA)",150,1,7,1,70,8.75,20
"
Detroit Catholic Central A",345,6,5,3,220,20.00,Thomas Jefferson Science & Tech A,260,4,5,2,160,17.78,20
"
St. Paul Academy",255,0,10,3,170,17.00,Jasper A,170,2,6,4,100,12.50,22
"
Stillwater",185,1,9,4,100,10.00,Northwest Guilford,100,0,5,0,50,10.00,20
"
Ridgewood A",400,3,9,5,290,24.17,Baker,325,4,6,3,220,22.00,24
"
Norfolk Academic Guild",220,1,10,5,130,11.82,Alma Bryant,145,2,5,1,70,10.00,19
"
White Station C",195,0,11,3,100,9.09,Chattahoochee F,120,1,5,1,60,10.00,21
"
Herron",150,1,7,1,70,8.75,Franklin,80,0,5,4,50,10.00,20
"
Hunter B",265,3,7,4,170,17.00,Santa Monica,200,0,9,2,120,13.33,23
"
Leland",185,0,8,3,120,15.00,Winnebago,125,0,7,3,70,10.00,19
"
Troy (Troy, MI)",305,6,4,1,180,18.00,Irvington,255,3,6,4,170,18.89,21
"
Lightridge A",200,1,8,1,110,12.22,"Clarke (Westbury, NY)",150,1,5,1,90,15.00,16
"
Stanton College Prep A",360,5,7,1,220,18.33,IMSA,315,4,7,3,200,18.18,23
"
North Carolina Science and Math",210,1,8,1,120,13.33,Alabama Cyber Tech,165,2,6,5,100,12.50,20
"
Richard Montgomery B",210,1,8,3,130,14.44,Holy Spirit,165,0,8,1,90,11.25,17
"
Hume-Fogg",210,2,8,0,100,10.00,Detroit Catholic Central D,165,1,6,0,90,12.86,19
"
Burnsville C",145,1,6,2,80,11.43,Great Valley D,100,0,7,0,30,4.29,20
"
Edmond North",165,1,7,2,90,11.25,Burnsville B,125,1,6,0,50,7.14,18
"
Great Valley C",140,1,5,1,80,13.33,Athens,100,0,6,0,40,6.67,23
